"Common yarrow,Achillea millefolium,https://d2seqvvyy3b8p2.cloudfront.net/365da818dd2b829e11c66e4961dc4a5d.jpg,45,8,4,4,100,3,"
"Common yarrow,Achillea millefolium,https://d2seqvvyy3b8p2.cloudfront.net/365da818dd2b829e11c66e4961dc4a5d.jpg,45,8,3,3,100,3,"
"Common yarrow,Achillea millefolium,https://d2seqvvyy3b8p2.cloudfront.net/365da818dd2b829e11c66e4961dc4a5d.jpg,45,8,9,4,100,3,"
